Reporting Period	Peer Group Description	Peer Group	UBPSE015	UBPSE008	UBPSE029	UBPS7414	UBPSE023	UBPSD486	UBPSE012	UBPSE018	UBPSE024	UBPSE013	UBPSE019	UBPSE541	UBPSE027	UBPS7408	UBPSE010	UBPSK447	UBPSE007	UBPSE016	UBPSE021	UBPSE542	UBPSE003	UBPSE006	UBPSE022	UBPSE028	UBPSE011	UBPS7316	UBPSE002	UBPSE014	UBPSJ248	UBPSE005	UBPSE020	UBPSE017	UBPS7402	UBPSE004	UBPSE025	UBPSE009	UBPSE001	UBPSE026	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	9	70.3251	0.0200	30.6334	0.9618	1.3098	10.3350	0.7171	3.9104	60.5445	0.8717	0.0635	0.1623	5.1190	3.6409	0.8883	-5.9969	1.0549	4.3167	32.5589	0.6989	3.5982	0.0800	1.3102	3.7788	0.9562	1.4870	0.3573	92.4862	0.0000	2.9439	43.0296	0.3883	38.0439	0.5115	3.6448	1.0964	3.9750	8.7046	
3/31/2016 11:59:59 PM	Insured commercial banks having assets greater than $3 billion	1	77.9274	0.0134	19.2278	0.8884	1.0972	9.7344	0.9563	3.3890	66.8001	0.9750	0.1510	0.1324	13.3065	9.8117	0.9770	13.1784	1.4456	3.7383	11.8764	0.7180	3.1451	0.1625	1.1161	14.5104	1.0348	10.5016	0.3084	93.0249	0.0002	2.4952	28.8631	0.3306	37.3218	0.9529	4.8363	1.4725	3.4686	7.6459	
3/31/2016 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and located in a metropolitan statistical area	14	63.6247	0.0078	5.1246	0.9990	1.6105	14.9614	0.6169	3.4152	47.0474	0.7099	0.0266	0.1183	4.2044	1.9200	0.7099	-19.7457	0.8488	3.7706	13.4738	0.7659	3.1113	0.0304	1.6317	-0.2551	0.7092	-0.3429	0.2962	92.4037	0.0000	3.7529	18.8137	0.3226	19.9078	1.4439	1.9629	0.8727	3.4332	7.2267	
3/31/2016 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and not located in a metropolitan statistical area	15	67.3755	0.0044	-1.5742	0.9347	1.5347	11.8172	0.7021	3.6528	52.9960	0.8351	0.0310	0.2227	5.7710	3.3728	0.8350	-19.2903	0.9986	4.0158	13.9884	0.5900	3.3761	0.0451	1.5348	1.1638	0.8767	-0.1679	0.3174	92.6673	0.0000	2.7588	15.8216	0.3438	36.0613	0.3931	2.9423	1.0160	3.7128	4.5997	
3/31/2016 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 2 or more full service banking offices and located in a metropolitan statistical area	12	71.9441	0.0160	-27.4815	1.2978	1.4766	10.7607	0.1520	4.0737	61.0318	0.2204	0.1226	0.1978	3.9963	1.8343	0.2204	-14.8865	0.3194	4.4796	9.3675	0.9512	3.7513	0.0851	1.5300	17.6695	0.2127	0.1904	0.3590	92.3689	0.0000	3.9531	10.2358	0.3925	34.4139	0.4671	-1.1063	0.3613	4.1092	12.2948	
3/31/2016 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 2 or more full service banking offices and not located in a metropolitan statistical area	13	69.8725	0.0067	21.0483	0.8929	1.4108	10.5804	0.5367	3.8860	56.5602	0.6652	0.0977	0.1725	5.4767	3.1106	0.6652	-16.0253	0.7881	4.2252	16.9911	0.6319	3.5613	0.0611	1.4110	6.6243	0.6765	0.4347	0.3065	92.2668	0.0000	3.2573	17.7450	0.3351	23.3804	0.5197	2.9661	0.7996	3.8723	8.6183	
3/31/2016 11:59:59 PM	Insured savings banks having assets between $100 million and $300 million	103	77.9564	0.0132	22.2406	1.3240	1.0743	12.7486	0.4379	3.3074	66.8950	0.4674	0.0744	0.0578	3.9974	3.9191	0.4653	-0.5333	0.6162	3.8993	21.8303	1.1483	3.0994	0.0424	1.0865	16.5378	0.4376	2.9044	0.5424	94.0152	0.0003	3.1819	21.8834	0.5786	5.2362	0.5771	2.7259	0.6397	3.6579	11.6293	
3/31/2016 11:59:59 PM	Insured savings banks having assets between $300 million and $1 billion	102	78.3581	0.0283	28.8186	0.9416	1.0138	12.0125	0.5967	3.2974	70.2433	0.6075	0.0306	0.0238	7.6554	4.9073	0.6028	7.4694	0.8266	3.8652	54.0524	0.8780	3.1034	0.0620	1.0219	15.1958	0.6435	5.2961	0.5319	94.1978	0.0000	2.8078	72.5741	0.5643	3.6415	0.5512	4.5454	0.8810	3.6378	9.6052	
3/31/2016 11:59:59 PM	Insured savings banks having assets greater than $1 billion	101	81.6094	0.0225	32.1278	1.0940	0.9717	10.8617	0.7234	3.0571	70.9580	0.7547	0.0787	0.0343	11.0797	6.2322	0.7555	15.4358	1.0749	3.6201	56.5868	0.8870	2.8841	0.0562	0.9852	15.9387	0.7461	8.6942	0.5213	94.8693	0.0007	2.5546	115.7780	0.5499	15.8337	0.8012	4.6749	1.1170	3.4159	9.1654	
3/31/2016 11:59:59 PM	Insured savings banks having assets less than $100 million	104	77.3779	0.0060	12.2850	1.4185	1.0990	16.3387	0.2890	3.2354	58.0902	0.3005	0.0184	0.1132	1.9216	2.2686	0.3017	-6.9661	0.4054	3.8378	18.5721	1.1930	3.0111	0.0393	1.1081	7.7437	0.3332	0.3497	0.5333	93.4648	0.0014	3.7009	9.4981	0.5740	0.1202	1.0039	1.4380	0.4370	3.5733	10.2259	
3/31/2016 11:59:59 PM	Mutually-owned insured savings banks having assets between $100 million and $300 million	103M	78.5882	0.0165	5.6463	1.3975	1.0207	13.7523	0.3854	3.1692	65.0728	0.3854	0.0807	0.0749	3.6798	3.4518	0.3804	-2.7324	0.5232	3.7566	18.5946	1.2120	2.9828	0.0433	1.0236	23.3253	0.3458	2.6731	0.5363	94.4861	0.0000	2.8656	17.6296	0.5680	2.6490	0.3824	2.8054	0.5537	3.5362	11.8654	
3/31/2016 11:59:59 PM	Mutually-owned insured savings banks having assets between $300 million and $1 billion	102M	78.8226	0.0310	14.3780	0.9480	0.9218	12.8009	0.5478	3.1838	68.2592	0.5478	0.0244	0.0243	5.4492	4.2587	0.5434	4.5014	0.7610	3.7281	68.5031	0.8777	3.0004	0.0437	0.9251	18.8756	0.5716	3.8290	0.4989	94.1219	0.0002	2.6636	80.3920	0.5293	0.0000	0.4489	4.2269	0.8124	3.5061	8.6469	
3/31/2016 11:59:59 PM	Mutually-owned insured savings banks having assets greater than $1 billion	101M	80.9408	0.0361	31.6398	0.8967	0.8111	11.3153	0.6011	2.9646	70.8897	0.6011	0.0605	0.0110	9.4647	4.7837	0.6015	11.4990	0.8421	3.5036	87.2715	0.8864	2.8195	0.0560	0.8149	-2.5091	0.6176	6.0939	0.5085	95.2953	0.0000	2.4972	183.4986	0.5329	0.0000	0.5874	5.1721	0.9084	3.3319	8.4317	
3/31/2016 11:59:59 PM	Mutually-owned insured savings banks having assets less than $100 million	104M	79.6539	0.0068	9.4578	1.4073	1.0654	14.9847	0.2292	3.2370	64.4446	0.2292	0.0283	0.1449	1.2280	1.4940	0.2309	-9.3280	0.3316	3.8576	13.9447	1.1330	3.0321	0.0433	1.0677	6.7547	0.2563	-0.5888	0.5752	94.2914	0.0020	2.9216	11.2566	0.6166	0.0000	0.2167	1.5382	0.3528	3.6181	9.7888	
3/31/2016 11:59:59 PM	Stock-owned insured savigns banks having assets greater than $1 billion	101S	81.8491	0.0172	34.0049	1.1734	1.0601	10.7689	0.8222	3.1602	71.1358	0.8651	0.1118	0.0695	11.7203	7.0440	0.8660	17.0488	1.2518	3.7273	42.2245	0.8726	2.9653	0.0696	1.0908	26.5160	0.8600	10.1049	0.5355	94.7768	0.0008	2.6631	85.6929	0.5651	24.2296	0.9845	4.6084	1.2837	3.5004	9.3359	
3/31/2016 11:59:59 PM	Stock-owned insured savings banks having assets between $100 million and $300 million	103S	77.0436	0.0127	41.0074	1.2275	1.1462	11.9727	0.4932	3.4481	68.4308	0.5542	0.0696	0.0497	4.4563	4.3800	0.5549	1.2576	0.7269	4.0447	26.4662	1.1250	3.2185	0.0396	1.1663	12.9216	0.5430	3.1750	0.5483	93.5214	0.0006	3.8522	31.4254	0.5885	14.1160	1.1644	2.2142	0.7447	3.7772	12.6939	
3/31/2016 11:59:59 PM	Stock-owned insured savings banks having assets between $300 million and $1 billion	102S	77.7435	0.0261	46.3514	0.9286	1.1164	11.3460	0.6497	3.4182	71.9338	0.6770	0.0370	0.0234	10.6609	6.1952	0.6769	10.3848	0.8975	4.0188	47.0981	0.8748	3.2191	0.0856	1.1294	11.1580	0.7318	7.4125	0.5638	94.2024	0.0000	2.9846	79.4068	0.5983	9.4743	0.6838	4.8979	0.9547	3.7824	10.5166	
3/31/2016 11:59:59 PM	Stock-owned insured savings banks having assets less than $100 million	104S	65.4403	0.0047	18.5719	1.6008	1.2118	26.0880	0.7965	3.2172	48.3859	0.8600	-0.0274	0.0356	4.7189	5.4942	0.8600	-1.2443	1.2279	3.7092	36.1273	1.4588	2.9210	0.0292	1.2850	9.0593	0.8823	2.6271	0.4021	90.7888	0.0000	12.4375	8.1127	0.4392	13.4277	12.2343	1.0553	1.2611	3.3740	11.4156	
3/31/2016 11:59:59 PM	Trust Assets between $1 billion and $10 billion 	TRST303	60.1358	0.0110	16.1860	0.6734	1.1735	22.8726	1.7896	2.9158	50.9715	1.8567	0.0899	0.0707	9.8360	7.8347	1.8571	4.3917	2.7902	3.1666	15.7774	0.5712	2.6643	0.0770	1.1839	5.8919	1.8968	7.3485	0.2079	90.6841	0.0000	11.1484	27.3220	0.2265	38.0842	11.7390	4.8349	2.8182	2.8951	4.6057	
3/31/2016 11:59:59 PM	Trust Assets between $10 billion and $100 billion 	TRST302	47.0617	0.0119	17.8530	1.3166	1.1427	34.4285	5.4134	2.2349	33.8357	5.4776	0.2402	0.1544	9.5136	5.4435	5.4773	-23.9864	8.6453	2.5138	7.8427	1.0564	1.8252	0.1562	1.1529	66.6441	5.5484	5.3316	0.1417	80.0555	0.0001	30.8211	12.7220	0.1596	45.6968	39.4408	5.9263	8.7414	1.9847	4.6895	
3/31/2016 11:59:59 PM	Trust Assets between $250 million and $1 billion	TRST304	69.4822	0.0171	15.7311	0.8737	1.3544	12.7758	0.9393	3.4191	56.4271	1.0333	0.0568	0.0482	8.2038	5.5624	1.0338	5.1291	1.3935	3.7275	46.6586	0.7864	3.1692	0.0751	1.3642	18.6299	1.0802	5.1221	0.2583	93.4986	0.0004	3.6999	71.6518	0.2756	35.5108	1.9798	4.8509	1.4228	3.4522	7.7359	
3/31/2016 11:59:59 PM	Trust Assets in excess of $100 billion	TRST301	55.1356	0.0070	20.6275	1.3655	0.9473	22.1935	1.4981	1.8346	31.3795	1.4981	0.2888	0.5534	7.8675	5.9271	1.5018	-1093.4950	2.2428	2.0496	5.2945	0.8120	1.6024	0.1189	0.9541	1.5919	1.5092	4.6758	0.1731	79.7799	0.0036	9.3518	35.8742	0.2149	30.2189	10.1112	5.4131	2.2499	1.7755	5.1667	
3/31/2016 11:59:59 PM	Trust Assets less than $250 million 	TRST305	63.0129	0.0173	2.6766	0.7453	1.2963	16.9539	0.7541	3.1583	51.1186	0.8484	0.0660	0.0500	7.1417	4.2981	0.8435	-8.0948	1.0595	3.4546	43.0931	0.6699	2.9336	0.0522	1.3336	20.1986	0.8639	4.4309	0.2582	93.3046	0.0001	4.6154	59.8551	0.2785	18.7753	2.5234	4.2419	1.1166	3.2076	7.6647	
6/30/2016 11:59:59 PM	All Bankers Banks in California	CABKR	18.7232	0.0000	618.8628	0.2361	1.5844	8.0900	0.8823	2.2751	33.9553	0.8823	-0.2018	0.0000	18.2801	2.6180	0.8823	-24.6519	1.4499	2.4336	0.0000	0.2361	1.9449	0.0000	1.5844	14.1386	0.9521	38.7083	0.1355	85.4886	0.0000	3.3647	0.0000	0.1585	55.5247	2.8697	4.6917	1.4499	2.0804	0.9616	
6/30/2016 11:59:59 PM	All Bankers Banks in Colorado	COBKR	44.3724	0.0000	45.7152	2.0286	2.2329	12.3700	0.9677	2.9970	61.0775	0.9677	-0.0799	0.0000	1.0921	2.9926	0.9677	-9.4072	1.5116	3.5076	0.0000	2.0286	2.8365	0.0000	2.2329	-16.8220	1.0169	-7.3934	0.4833	94.6452	0.0000	4.3506	0.0000	0.5106	127.1303	3.0257	-2.0489	1.5116	3.3198	12.3910	
6/30/2016 11:59:59 PM	All Bankers Banks in Connecticut	CTBKR	13.2322	0.0000	-36.6613	0.0000	1.5688	10.7700	0.2110	1.9409	21.3355	0.2110	0.0167	0.0000	17.0237	2.2442	0.2110	-31.9788	0.2707	2.0741	94.1667	0.0000	1.5937	0.0076	1.5688	-36.1230	0.2148	-7.6629	0.1093	82.1072	0.0000	6.4115	73.0000	0.1331	39.1566	5.0961	1.1686	0.2707	1.7029	0.0000	
6/30/2016 11:59:59 PM	All Bankers Banks in Kansas	KSBKR	48.7991	0.0000	-49.8971	1.3115	2.6276	13.2100	0.7291	3.0013	63.8246	0.7291	0.3781	0.0571	1.2430	4.5729	0.7291	8.1172	1.1175	3.4246	7.1404	1.2544	2.7107	0.0000	2.6276	11.2852	0.4967	1.0816	0.3823	90.3167	0.0000	5.9575	4.7586	0.4233	0.0000	4.3643	5.6810	1.1175	3.0930	8.6527	
6/30/2016 11:59:59 PM	All Bankers Banks in Kentucky	KYBKR	0.0000	0.0000	0.0000	0.0000	1.0863	14.3400	0.5452	3.3675	25.9770	0.5452	-0.0172	0.0000	14.3555	3.1643	0.5452	-38.3809	0.9075	3.3858	0.0000	0.0000	1.2913	0.0000	1.0863	21.0463	0.5499	26.4828	0.0070	38.3458	0.0000	5.0850	0.0000	0.0183	0.0000	4.7012	3.6069	0.9075	1.2983	0.0000	
6/30/2016 11:59:59 PM	All Bankers Banks in Louisiana	LABKR	39.5762	0.0241	-6.9936	2.8271	2.6386	16.0400	0.6061	2.9575	62.4120	0.6061	-0.0118	0.0000	27.3544	-1.9019	0.6061	26.9494	0.9065	3.2255	0.0000	2.8271	2.7375	0.2314	2.6386	-35.9282	0.8447	3.5556	0.2481	92.5598	0.0000	5.2355	0.0000	0.2680	14.8148	3.6360	2.9969	0.9306	2.9855	9.5569	
6/30/2016 11:59:59 PM	All Bankers Banks in Maryland	MDBKR	86.9430	0.0000	-19.5110	4.1337	1.7193	9.3600	-1.7564	2.6701	69.2339	-1.7564	0.3546	0.0000	-1.8582	-11.3180	-1.7564	16.0023	-1.7564	3.4725	4.9648	4.1337	2.6555	0.9235	1.7193	74.3975	-1.0803	3.4920	0.7980	99.4526	0.0000	3.4884	-3.3662	0.8024	0.0000	0.0000	-17.4405	-1.7564	3.4535	31.4910	
6/30/2016 11:59:59 PM	All Bankers Banks in Minnesota	MNBKR	34.7780	0.0000	16.2935	0.3810	1.4117	9.9600	0.5556	2.6418	58.5733	0.5556	0.0075	0.0066	22.7218	6.4118	0.5556	25.2504	0.9189	3.0212	195.0882	0.3744	2.4827	0.0000	1.4117	-13.0070	0.5514	4.7021	0.3566	93.9790	0.0000	3.3654	208.3529	0.3794	0.0000	1.8015	5.6966	0.9189	2.8393	3.6515	
6/30/2016 11:59:59 PM	All Bankers Banks in Missouri	MOBKR	14.0829	0.0000	-55.8900	0.0000	4.2744	12.5700	0.6885	2.1746	40.1354	0.6885	-0.1072	0.0000	3.2265	6.4881	0.6885	-53.6394	1.0862	2.2437	0.0000	0.0000	2.0676	0.0000	4.2744	-7.2582	0.7309	1.1493	0.0657	95.0814	0.0000	3.1460	0.0000	0.0691	0.0000	2.1646	5.4580	1.0862	2.1333	6.9423	
6/30/2016 11:59:59 PM	All Bankers Banks in Ohio	OHBKR	24.4543	0.0000	-54.3447	0.0000	1.4267	10.8300	0.4528	2.3671	48.1157	0.4528	0.0000	0.0000	-1.5440	26.5272	0.4528	-31.4070	0.6678	2.4708	0.0000	0.0000	2.2884	0.0000	1.4267	-3.4945	0.4528	-7.4016	0.1002	96.6760	0.0000	2.3641	0.0000	0.1037	0.0000	0.7435	4.2548	0.6678	2.3886	3.0737	
6/30/2016 11:59:59 PM	All Bankers Banks in Oklahoma	OKBKR	33.6789	0.0000	-73.3324	0.0000	1.4792	10.2700	0.0064	2.8965	56.5047	0.0064	0.1171	0.0000	2.7497	0.9040	0.0064	-23.5570	0.0075	3.2800	12.3112	0.0000	2.6429	0.0000	1.5365	15.8883	-0.0631	2.2464	0.3500	91.2452	0.0000	8.0322	0.0918	0.3835	0.0000	5.3968	0.0587	0.0075	2.9928	2.3428	
6/30/2016 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	38.3515	0.0000	11.7340	0.8559	3.8145	12.9200	0.8469	2.0330	36.3243	0.8469	-0.0098	0.0975	2.6991	4.3085	0.9653	-27.2261	1.3998	2.4862	0.0000	0.7584	1.9143	-0.1355	3.8145	3.7331	0.8336	2.9449	0.4267	94.1618	0.1183	3.0454	0.0000	0.4532	0.0000	2.3954	6.5354	1.3998	2.3411	4.0374	
6/30/2016 11:59:59 PM	All Bankers Banks in Texas	TXBKR	69.4526	0.0000	34.3062	0.0307	1.4617	8.8900	0.6701	1.6410	39.1744	0.6701	0.2557	0.0281	16.0324	2.6623	0.6701	-23.8028	1.0426	2.2805	6.2384	0.0026	1.5662	0.0867	1.4864	47.4492	0.6674	24.8258	0.6103	95.4399	0.0000	4.2256	11.2521	0.6394	66.3203	3.7887	2.5219	1.0426	2.1765	0.0488	
6/30/2016 11:59:59 PM	All Bankers Banks in Virginia	VABKR	40.3251	0.0000	13.2854	0.5192	2.5555	12.8800	0.1897	2.6422	56.1884	0.1897	-0.0518	0.0000	14.9570	6.2173	0.1897	14.8660	0.1710	3.0183	0.0000	0.5192	2.4933	-0.0302	2.5555	-19.1169	0.1897	-3.4330	0.3550	94.3651	0.0000	4.4046	0.0000	0.3761	0.0000	2.0521	1.5032	0.1710	2.8482	4.5126	
6/30/2016 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	34.5289	0.0000	62.2446	3.4290	5.2930	12.5100	0.6861	1.2663	16.9166	0.6861	1.2763	0.0229	50.2124	2.4358	0.6861	-131.0736	0.9050	1.4314	4.5149	3.4061	1.1953	0.0682	5.4928	53.1974	0.5009	59.9296	0.1559	94.3959	0.0000	4.3321	3.7402	0.1651	0.0000	4.1100	5.3381	0.9050	1.3512	5.3137	
6/30/2016 11:59:59 PM	All banks in nation 	NATIONAL	72.6210	0.0215	13.8190	0.8895	1.3273	10.9663	0.8201	3.6871	63.9138	0.9354	0.0790	0.0782	7.2574	5.4034	0.9358	1.3782	1.2016	4.1218	28.1071	0.7372	3.4416	0.0870	1.3374	26.1785	0.9768	4.6071	0.3910	93.7218	0.0006	2.8781	42.6477	0.4182	30.5106	0.6407	4.5110	1.2375	3.8483	8.5394	
6/30/2016 11:59:59 PM	All credit card specialty banks	CRC	80.1297	0.0001	56.1471	1.4002	4.0091	14.5778	3.1044	12.1119	78.3247	3.1044	3.6367	1.0584	17.0802	14.3136	3.1044	46.9028	4.9259	13.2287	1.1170	0.3418	11.6357	3.5644	4.0358	181763.2824	3.6484	19.8507	1.0669	96.3238	0.0000	8.1262	3.6257	1.1167	44.9072	4.9809	9.5927	4.9261	12.7026	6.0198	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	80.6612	0.0000	18.2241	1.2983	3.6070	12.3550	2.4465	12.5354	77.8418	2.4465	3.4201	1.2317	7.4700	9.1978	2.4465	54.7379	3.8388	13.7109	1.1234	0.0665	11.7691	3.0140	3.6801	16.1610	2.7237	8.0300	1.1110	93.7356	0.0000	6.0131	2.5526	1.1755	48.1301	1.0968	5.2353	3.8388	12.8801	6.7322	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	73.2315	0.0000	488.2056	0.5248	1.2894	20.8500	0.7494	8.2006	89.1456	0.7494	2.3974	0.5142	74.4815	0.4155	0.7494	40.6787	1.2325	9.0071	0.8161	0.0106	7.9019	1.6447	1.2894	20.6349	0.2508	63.2083	0.7771	96.3577	0.0000	12.7580	1.3424	0.8065	55.5556	7.7333	1.4027	1.2325	8.6790	0.0562	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in Nebraska	NECRC	86.3276	0.0000	91.8592	0.3951	1.6209	10.5600	2.6911	9.4434	90.1163	2.6911	1.9177	0.2559	15.2937	5.8720	2.6911	90.1249	4.2312	11.0480	0.8896	0.1391	9.1785	2.1108	1.6209	584.3915	2.9983	21.9949	1.5595	97.1942	0.0000	10.5283	3.5164	1.6046	56.8150	7.6918	11.2221	4.2312	10.7380	5.8452	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in Nevada	NVCRC	86.5458	0.0000	-95.2415	0.9678	3.8368	13.2100	3.3135	10.0568	80.1596	3.3135	2.8725	0.9678	9.1131	42.7167	3.3135	-14.3056	5.1425	10.0655	1.3574	0.0000	10.2849	2.9885	3.8368	2543700.0000	3.9275	27.8532	0.0089	102.2682	0.0000	2.2047	3.4242	0.0087	0.0000	0.0508	25.5878	5.1425	10.2938	0.8435	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	76.7356	0.0000	37.0864	2.5974	4.3308	19.9800	1.0826	17.9129	74.5949	1.0826	3.8236	1.5742	-4.1675	4.5371	1.0826	58.5058	1.9998	20.1717	1.1165	1.0232	16.3178	2.5541	4.3308	-10.6436	0.6670	-5.4476	2.0577	91.0951	0.0000	14.3148	1.5335	2.2588	0.0000	2.5509	5.6057	1.9998	18.3755	12.1709	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	78.6453	0.0000	34.4390	1.7018	5.2269	15.8680	4.6576	12.3992	75.2066	4.6576	4.3816	1.0433	20.2592	19.1684	4.6576	37.5100	7.4633	13.4081	1.1761	0.6584	12.1921	4.8759	5.2431	63.9559	5.7927	25.4511	0.9890	98.4102	0.0000	8.6972	5.6770	1.0089	47.6633	8.8443	13.2369	7.4633	13.1811	6.9150	
6/30/2016 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	83.1037	0.0024	19.0594	1.4158	4.4877	10.7300	2.5518	11.8155	75.1303	2.5518	4.3143	1.3615	13.2259	14.2161	2.5519	75.1334	3.6855	13.0251	1.0838	0.0543	11.1805	4.1687	4.4877	7.1477	3.3764	10.9262	1.1446	94.6256	0.0001	6.4229	2.3486	1.2096	85.4933	3.0966	3.3544	3.6879	12.3251	3.8573	
6/30/2016 11:59:59 PM	All insured commercial banks	COM	71.9871	0.0218	12.6008	0.8664	1.3671	10.6759	0.8536	3.7590	63.7087	0.9807	0.0799	0.0810	7.3784	5.5671	0.9812	1.2814	1.2561	4.1740	28.1455	0.7127	3.5093	0.0917	1.3761	26.7959	1.0272	4.6011	0.3738	93.7163	0.0005	2.8377	43.9431	0.3999	34.3673	0.6257	4.6685	1.2910	3.8976	8.5661	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	71.0898	0.0497	8.8867	1.2482	1.4221	11.7236	0.8181	3.8676	55.3345	0.8877	0.1189	0.1022	5.2902	4.0314	0.8885	2.2414	1.1747	4.3600	13.1867	1.0144	3.5293	0.1109	1.4250	39.0668	0.9433	3.9999	0.4372	91.7651	0.0007	2.9561	21.0324	0.4767	27.7372	0.6717	4.5747	1.2327	3.9781	11.3342	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	78.2128	0.0380	-1.5311	0.9223	1.4367	11.0350	0.9404	4.0481	52.5415	0.9835	0.0501	0.0153	2.6349	3.9373	0.9931	2.0287	1.4089	4.1944	143.9501	0.9070	3.8061	0.0638	1.4773	9.3203	1.0257	3.5632	0.1366	94.1176	0.0096	3.7170	205.4219	0.1463	55.3051	1.3835	3.8338	1.4469	3.9428	8.2449	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	67.0306	0.0185	40.4872	1.1318	1.4897	10.6535	0.6906	4.0493	65.2923	0.7136	0.0681	0.0035	10.3740	21.4367	0.7136	-6.8166	1.0490	4.3629	12.4493	1.1283	3.7778	0.0816	1.5452	143.1174	0.7384	15.4599	0.2945	93.2289	0.0000	6.6841	12.7373	0.3136	13.8116	4.0370	5.5006	1.0675	4.0724	19.3537	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	74.5224	0.0205	9.4276	1.3302	1.5056	11.3039	0.8938	3.9213	62.3042	1.0322	0.1458	0.0526	8.2173	4.7880	1.0322	6.5498	1.3379	4.3818	18.4891	1.2095	3.6277	0.1086	1.5400	65.3015	1.0386	4.7495	0.4260	92.6924	0.0000	2.9768	26.9145	0.4586	36.3799	0.7335	4.6774	1.3645	4.0600	12.6703	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in California	CACOM	68.5370	0.0113	37.6560	0.4409	1.5271	11.3196	0.8535	3.8035	69.3917	0.8815	-0.0038	0.0118	16.8520	9.3957	0.8804	1.3837	1.3429	4.1438	90.0601	0.4061	3.6002	0.0749	1.5506	13.8331	0.9568	12.8564	0.3167	95.0029	-0.0002	2.8189	142.7445	0.3339	15.7348	0.5160	5.3778	1.3674	3.9223	4.8463	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	70.1169	0.0226	7.4817	0.7594	1.4270	10.1854	0.8880	3.9391	63.4734	1.0645	0.0630	0.0892	10.7355	6.1962	1.0938	-1.8659	1.3317	4.2625	36.3788	0.5592	3.6814	0.1041	1.4379	29.1137	1.1193	6.1854	0.2881	93.5942	0.0000	3.2515	40.9033	0.3068	28.7888	0.8752	5.7063	1.3710	3.9845	8.2208	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	77.4029	0.0451	1.1591	1.1054	1.0418	9.5012	0.4555	3.1169	71.6202	0.4651	0.0581	0.1380	9.1211	7.8044	0.4651	9.6721	0.6577	3.6630	95.3836	0.9673	2.9719	0.1231	1.0712	59.0251	0.5413	8.5060	0.5205	95.3002	0.0000	2.7678	95.3177	0.5460	22.4243	0.5767	2.9138	0.7028	3.4925	11.5559	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	49.4192	0.0250	38.6436	1.5174	1.3099	30.1206	0.7429	2.8393	54.8739	0.7717	0.4862	0.1632	1.8377	-0.4329	0.8184	-18.1719	1.1981	3.0824	8.5386	1.3542	2.4559	0.1394	1.3263	936.8960	0.7312	1.0585	0.2272	86.3281	0.0032	3.3531	-57.9356	0.2431	26.9407	2.2348	1.7046	1.2231	2.6831	10.4291	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	67.3018	0.0537	3.5002	4.0179	2.1858	11.2766	0.7550	3.7224	61.1662	0.7550	-0.6842	0.6250	-4.3650	11.3420	0.8294	16.8917	1.2657	3.9922	8.4023	3.3928	3.5414	-0.4134	2.1871	94.6403	0.7619	1.0828	0.2559	95.2619	0.0744	3.5640	4.6523	0.2698	8.4330	0.8748	6.9585	1.3194	3.7974	18.4287	
6/30/2016 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	71.8726	0.0253	21.5269	0.8785	1.4565	10.1000	0.6207	3.5603	65.2348	0.6891	0.0201	0.0208	11.7755	7.5920	0.6891	1.9673	0.9090	4.0084	27.5232	0.8175	3.2906	0.0462	1.4669	32.5512	0.7294	8.8907	0.3983	93.1209	0.0000	2.9708	30.7942	0.4306	17.1110	0.5707	4.2375	0.9406	3.7048	14.4463	
